segment,is_non_e_and_p,category,confidence,rationale
MINING-MANAGEMENT AND PRODTN,True,Mining/Other,1.0,Mining management and production clearly refers to mining other than oil & gas upstream E&P.
Exploration/ Management,False,Unknown,0.8,"Contains exploration, an E&P cue, and management; ambiguous but defaults to false."
Online Health and Medical Information,True,Mining/Other,1.0,Clearly unrelated to oil & gas E&P; a medical information segment.
Medical Division,True,Mining/Other,1.0,Clearly unrelated to oil & gas E&P; a medical segment.
Oil and Gas-Onshore,False,Unknown,1.0,"Contains E&P cues (Oil and Gas, Onshore) with no non-E&P terms; treated as E&P."
OIL & GAS DRILLING SERVICES,True,Oilfield Services,1.0,"Drilling services are oilfield services, not upstream E&P operations."
Oil & Gas Drilling Services,True,Oilfield Services,1.0,"Drilling services are oilfield services, not upstream E&P operations."
OIL & GAS EXPLORATN & DEVEL,False,Unknown,1.0,Exploration and development are core E&P activities; no non-E&P terms present.
Oil & Gas Exploration and Development,False,Unknown,1.0,Exploration and development are core E&P activities; no non-E&P terms present.
OIL & GAS - D J BASIN,False,Unknown,1.0,Contains basin name and oil & gas; typical E&P segment.
OIL & GAS - GULF COAST,False,Unknown,1.0,Contains geographic basin name and oil & gas; typical E&P segment.
OIL & GAS  MID-CONTINENT-OTH,False,Unknown,1.0,Contains geographic basin name and oil & gas; typical E&P segment.
Oil & Gas D J Basin,False,Unknown,1.0,Contains basin name and oil & gas; typical E&P segment.
Oil & Gas Gulf Coast,False,Unknown,1.0,Contains geographic basin name and oil & gas; typical E&P segment.
Oil & Gas Mid Continent & Other,False,Unknown,1.0,Contains geographic basin name and oil & gas; typical E&P segment.
Trading & Transportation,True,Trading/Marketing,0.95,Trading and transportation are non-E&P activities related to marketing and logistics.
Gas Gathering and Transportation,True,Midstream,1.0,"Gathering and transportation are midstream activities, not upstream E&P."
"Oil, Gas and NGLs",False,Unknown,0.7,Broad hydrocarbons term without non-E&P qualifiers; ambiguous but defaults to false.
FIELD SERVICES,True,Oilfield Services,1.0,"Field services are oilfield services supporting upstream operations, not E&P itself."
Oil & Gas - On & Off Shore,False,Unknown,1.0,"Contains E&P cues (Oil & Gas, On & Off Shore) with no non-E&P terms; treated as E&P."
NATURAL GAS PRODUCTION,False,Unknown,1.0,Production is a core upstream E&P activity.
Crude oil & Natural gas,False,Unknown,1.0,Crude oil and natural gas are core upstream products; no non-E&P terms present.
OIL EXPLORATION - OFFSHORE,False,Unknown,1.0,Exploration is a core upstream E&P activity.
OIL EXPLORATN-ON & OFFSHORE,False,Unknown,1.0,Exploration is a core upstream E&P activity.
Oil & Natural Gas Exploration-Offshore,False,Unknown,1.0,Exploration is a core upstream E&P activity.
Advantage,False,Unknown,0.4,Vague name with no clear indication of non-E&P activity.
Longview,False,Unknown,0.4,Vague name with no clear indication of non-E&P activity.
Downstream,True,Downstream,1.0,"Downstream clearly refers to refining and marketing, non-E&P activities."
Gathering & Facilities,True,Midstream,1.0,"Gathering and facilities are midstream activities, not upstream E&P."
Other Operations,False,Unknown,0.5,Vague name with no clear indication of non-E&P activity.
"Marketing, Gathering & Compression",True,Midstream,1.0,"Marketing, gathering, and compression are midstream and marketing activities, not E&P."
"Marketing, Gathering",True,Midstream,1.0,"Marketing and gathering are midstream and marketing activities, not E&P."
Former Oil Field Services,True,Oilfield Services,1.0,"Oil field services are supplier side, not upstream E&P operations."
E & P,False,Unknown,1.0,"E&P explicitly denotes exploration and production, core upstream activities."
Drilling and Well Service,True,Oilfield Services,1.0,"Drilling and well services are oilfield services, not upstream E&P operations."
EXPLORATION AND PRODUCTION,False,Unknown,1.0,Exploration and production are core upstream E&P activities.
DRILLING & WELL SERVICING,True,Oilfield Services,1.0,"Drilling and well servicing are oilfield services, not upstream E&P operations."
E&P-United States,False,Unknown,1.0,"E&P explicitly denotes exploration and production, core upstream activities."
E&P-Poland,False,Unknown,1.0,"E&P explicitly denotes exploration and production, core upstream activities."
E & P - United States,False,Unknown,1.0,"E&P explicitly denotes exploration and production, core upstream activities."
E & P - Poland,False,Unknown,1.0,"E&P explicitly denotes exploration and production, core upstream activities."
CONSUMER ELECTRONICS,True,Mining/Other,1.0,Consumer electronics is unrelated to oil & gas upstream E&P.
ONSHORE OIL & GAS OPERATIONS,False,Unknown,1.0,Contains E&P cues (Onshore Oil & Gas Operations) with no non-E&P terms; treated as E&P.
Oil & Gas Producing and Exploration,False,Unknown,1.0,Contains E&P cues (Producing and Exploration) with no non-E&P terms; treated as E&P.
TurnkeyDrilling Services,True,Oilfield Services,1.0,"Drilling services are oilfield services, not upstream E&P operations."
Oil & gas producing and exploration,False,Unknown,1.0,Contains E&P cues (Producing and Exploration) with no non-E&P terms; treated as E&P.
Turnkey drilling services,True,Oilfield Services,1.0,"Drilling services are oilfield services, not upstream E&P operations."
OIL & GAS PRODUCING-SERVICES,True,Oilfield Services,0.95,"Producing-services indicates oilfield services supporting production, not E&P itself."
Turnkey Drilling Services,True,Oilfield Services,1.0,"Drilling services are oilfield services, not upstream E&P operations."
Oil & Gas Producing & Exploration,False,Unknown,1.0,Contains E&P cues (Producing and Exploration) with no non-E&P terms; treated as E&P.
Oil and Gas - Offshore,False,Unknown,1.0,Contains E&P cues (Offshore Oil and Gas) with no non-E&P terms; treated as E&P.
SUPPLY AND SERVICE,True,Oilfield Services,0.9,"Supply and service typically refers to oilfield services, not upstream E&P operations."
JOINT ENTERPRISE,False,Unknown,0.4,Vague term with no clear indication of non-E&P activity.
OIL&GAS EXPLORATION-ONSHORE,False,Unknown,1.0,Exploration is a core upstream E&P activity.
Oil & Gas Exploration-Onshore,False,Unknown,1.0,Exploration is a core upstream E&P activity.
Oil & Gas-Onshore & Offshore,False,Unknown,1.0,Contains E&P cues (Onshore & Offshore Oil & Gas) with no non-E&P terms; treated as E&P.
OIL & GAS - OFFSHORE,False,Unknown,1.0,Contains E&P cues (Offshore Oil & Gas) with no non-E&P terms; treated as E&P.
Offshore Oil and Gas Exploration,False,Unknown,1.0,Exploration is a core upstream E&P activity.
Offshore Oil & Gas Exploration,False,Unknown,1.0,"Contains clear E&P terms (Exploration, Offshore) with no non-E&P indication."
WHOLESALE-FUEL GRADE ETHANOL,True,Downstream,1.0,"Fuel grade ethanol wholesale is a downstream fuel marketing activity, not E&P."
Oil & Gas Exploration-Onshore & Offshore,False,Unknown,1.0,"Explicitly exploration and onshore/offshore, clearly E&P."
LNG Receiving Terminal,True,LNG/Gas&Power,1.0,"LNG receiving terminals are midstream/downstream infrastructure, not E&P."
Natural Gas Pipeline,True,Midstream,1.0,"Natural gas pipelines are midstream transportation assets, not E&P."
LNG & Natural Gas Marketing,True,Trading/Marketing,1.0,"Marketing of LNG and natural gas is a trading/marketing activity, not E&P."
LNG Terminal,True,LNG/Gas&Power,1.0,"LNG terminals are midstream/downstream infrastructure, not E&P."
LNG-Related Businesses,True,LNG/Gas&Power,0.9,"LNG-related businesses generally refer to midstream/downstream LNG activities, not E&P."
COMPONENT AND SCREW MFG,True,Oilfield Services,1.0,"Manufacturing components and screws is an oilfield services/supplier activity, not E&P."
Component and Screw Machines,True,Oilfield Services,1.0,"Manufacturing components and screw machines is supplier side, not E&P."
Precision Mechanical Assemblies,True,Oilfield Services,0.95,"Precision mechanical assemblies indicate manufacturing/supplier activity, not E&P."
GAS TRANSPORTATION,True,Midstream,1.0,"Gas transportation is a midstream activity, not E&P."
GAS & NATURAL GAS PRODUCTION,False,Unknown,1.0,Production is a core E&P activity.
Sulphur,True,Mining/Other,0.9,"Sulphur is a mineral product, mining or chemical related, not E&P."
Marketing & Trading,True,Trading/Marketing,1.0,Marketing and trading is a non-E&P commercial activity.
OIL & GAS - ON & OFF SHORE,False,Unknown,0.9,"Vague but contains only E&P cues (on & offshore oil & gas), default false."
Oil & Gas On-Off Shore,False,Unknown,0.9,"Vague but only E&P cues, default false."
OIL & GAS PROD-ON/OFFSHORE,False,Unknown,1.0,Production on/offshore is E&P activity.
OIL & GAS DISTRIBUTION,True,Downstream,1.0,"Distribution is a downstream activity, not E&P."
Gas Transportation,True,Midstream,1.0,"Gas transportation is midstream, not E&P."
NGL Production and Commercialization,False,Unknown,0.9,"Production is E&P; commercialization is downstream but mixed, default false."
Other Services,False,Unknown,0.7,"Vague segment name, default to false."
LPG Production and Commercialization,False,Unknown,0.9,"Production is E&P; commercialization is downstream but mixed, default false."
Gas Processing,True,Midstream,1.0,"Gas processing is a midstream activity, not E&P."
Liquids Production,False,Unknown,1.0,Production indicates E&P activity.
Natural Gas Transport,True,Midstream,1.0,"Transport is midstream, not E&P."
Natural Gas Transportation,True,Midstream,1.0,"Transportation is midstream, not E&P."
Telecommunications,True,Corporate/Other,1.0,"Telecommunications is unrelated to E&P, non-operating corporate activity."
RESEARCH AND DEVELOPMENT,True,Corporate/Other,1.0,"R&D is a corporate function, not E&P operations."
Drug development and manufacturing,True,Mining/Other,1.0,Drug development is unrelated to oil & gas E&P.
Drug Development and Manufacturing,True,Mining/Other,1.0,Drug development unrelated to E&P.
Graphic Arts,True,Corporate/Other,1.0,Graphic arts is unrelated to E&P.
Specialty Chemicals,True,Chemicals,1.0,"Specialty chemicals is a chemical business, not E&P."
Oil &Natural Gas Properties,False,Unknown,0.9,"Properties likely refer to E&P assets, no non-E&P indication."
Blue Mountain,False,Unknown,0.7,"Vague geographic name, default false."
Not Allocated to Segments,False,Unknown,0.7,"Vague, default false."
Oil & Natural Gas Minerals,False,Unknown,0.8,"Minerals related to oil & gas likely E&P assets, no non-E&P indication."
Oil and Natural Gas E&P,False,Unknown,1.0,Explicitly E&P.
Oil and natural gas exploration and production,False,Unknown,1.0,Explicit E&P activity.
LNG,True,LNG/Gas&Power,0.9,"LNG as a segment generally refers to midstream/downstream LNG business, not E&P."
Power Delivery,True,Utilities/Power,1.0,"Power delivery is a utilities activity, not E&P."
RNG,True,Renewables,1.0,"Renewable natural gas is a renewables activity, not E&P."
"Oil, Natural Gas and NGL",False,Unknown,0.9,"Contains E&P product terms only, no non-E&P indication."
Oil and Gas Properties,False,Unknown,0.9,"Properties likely E&P assets, no non-E&P indication."
Calcasieu Project,False,Unknown,0.7,"Project name vague but likely E&P, default false."
Plaquemines Project,False,Unknown,0.7,"Vague project name, default false."
CP2 Project,False,Unknown,0.7,"Vague project name, default false."
Calcasieu Pass Project,False,Unknown,0.7,"Vague project name, default false."
CP2 LNG Project,True,LNG/Gas&Power,0.9,"LNG project likely midstream/downstream LNG, not E&P."
NATURAL GAS GATHERING,True,Midstream,1.0,"Gas gathering is midstream, not E&P."
OIL & GAS - ONSHORE-OFFSHORE,False,Unknown,0.9,"Vague but only E&P cues, default false."
GATHERING-PROCESSING-MKTG,True,Midstream,1.0,"Gathering, processing, and marketing are midstream/downstream activities, not E&P."
PETROCHEMICAL,True,Chemicals,1.0,"Petrochemical is downstream chemical business, not E&P."
BITUMEN FUEL,True,Downstream,0.9,"Bitumen fuel is a downstream product, not E&P."
Petroleum,False,Unknown,0.7,"Vague but petroleum alone does not exclude E&P, default false."
Petrochemical and Industrial Products,True,Chemicals,1.0,"Petrochemical and industrial products are downstream chemical activities, not E&P."
Orimulsion,True,Downstream,0.9,"Orimulsion is a fuel product, downstream activity, not E&P."
Venezuela - Upstream Operations,False,Unknown,1.0,"Explicitly upstream, i.e. E&P."
Venezuela - Downstream Operations,True,Downstream,1.0,"Downstream operations are refining/marketing, not E&P."
Venezuela - Petrochemical Operations,True,Chemicals,1.0,"Petrochemical operations are downstream chemical activities, not E&P."
United States - Downstream Operations,True,Downstream,1.0,"Downstream operations are refining/marketing, not E&P."
NAT GAS SUPPLY-TRNSMSN-DISTR,True,Midstream,1.0,"Supply, transmission, and distribution are midstream/downstream, not E&P."
OILFIELD SVCS CONTRACT&ENGRG,True,Oilfield Services,1.0,"Oilfield services and contracting is supplier side, not E&P."
DIVESTED BUSINESS,False,Unknown,0.7,"Vague, no indication of non-E&P, default false."
Refining and Marketing,True,Downstream,1.0,"Refining and marketing are downstream activities, not E&P."
Petrochemicals,True,Chemicals,1.0,"Petrochemicals are downstream chemical activities, not E&P."
Oilfield Services and Engineering,True,Oilfield Services,1.0,"Oilfield services and engineering is supplier side, not E&P."
Other Activities,False,Unknown,0.7,"Vague segment name, default false."
Divested Activities,False,Unknown,0.7,"Vague, no clear non-E&P indication, default false."
Gas and Power,True,LNG/Gas&Power,0.95,"Gas and power portfolio is midstream/downstream/utilities, not E&P."
Electricty Generation,True,Utilities/Power,1.0,"Electricity generation is utilities, not E&P."
Corporate and Financial Companies,True,Corporate/Other,1.0,"Corporate and financial companies are non-operating, not E&P."
Engineering & Construction,True,Oilfield Services,1.0,"Engineering and construction is supplier side, not E&P."
Corporate & Financial Companies,True,Corporate/Other,1.0,"Corporate and financial companies are non-operating, not E&P."
Versalis,True,Chemicals,0.95,"Versalis is a known petrochemical company, thus chemicals, not E&P."
Corporate & Financial Co.,True,Corporate/Other,1.0,"Corporate and financial company is non-operating, not E&P."
Corporate & Other Activities,True,Corporate/Other,1.0,"Corporate and other activities are non-operating, not E&P."
Refining &Marketing&Chemical,True,Downstream,1.0,"Refining, marketing, and chemicals are downstream activities, not E&P."
